Track name, Artist name, Album, Playlist name, Type
,How to play Romeo and Juliet on guitar | Dire Straits - Mark Knopfler,,,
,Black Night by Deep Purple | Easy Guitar,,,
,How to play Smokestack Lightning by Hubert Sumlin | Riff Guitar Lesson,,,
,How to play Harvest by Neil Young | Easy Guitar Lesson,,,
,How to play Working Class Hero - John Lennon | Easy Guitar,,,
,How to play Feelin Alright by Joe Cocker/Traffic on guitar,,,
,Twist And Shout Easy Guitar Lesson | The Beatles,,,
,American Pie - Don McLean (Songs Guitar Lesson BS-904) How to play,,,
,Have You Ever Seen The Rain | Easy Guitar Lesson,,,
,Peggy Sue Easy Guitar Lesson | Buddy Holly,,,
,How to play Trouble by Coldplay | JustinGuitar Original Lesson,,,
